rpm,V_mph,J,Pe,Ct,Cp,Pwr_Hp,Torque_inlb,Thrust_lbf,Pwr_W,Torque_Nm,Thrust_N,Thr_Pwr_gW,Mach,Reyn,FOM
14000.0,22.52,0.2426,0.215,0.1488,0.1679,0.623,2.805,2.232,464.61,0.317,9.926,2.179,0.39,92591.0,0.2728
14000.0,30.02,0.3235,0.2856,0.1494,0.1692,0.628,2.827,2.24,468.224,0.319,9.963,2.17,0.39,93043.0,0.2722
14000.0,37.53,0.4044,0.3541,0.1503,0.1716,0.637,2.868,2.254,474.997,0.324,10.026,2.152,0.39,93580.0,0.2709
14000.0,45.03,0.4853,0.4196,0.1516,0.1753,0.651,2.929,2.274,485.219,0.331,10.114,2.125,0.39,94206.0,0.2687
14000.0,52.54,0.5661,0.4811,0.1532,0.1803,0.669,3.013,2.298,499.061,0.34,10.222,2.089,0.39,94921.0,0.2654
14000.0,60.05,0.647,0.5375,0.1551,0.1867,0.693,3.119,2.326,516.574,0.352,10.344,2.042,0.4,95726.0,0.261
14000.0,67.55,0.7279,0.5883,0.157,0.1943,0.721,3.246,2.355,537.672,0.367,10.475,1.987,0.4,96621.0,0.2556
14000.0,75.06,0.8088,0.6331,0.159,0.2031,0.754,3.394,2.384,562.104,0.383,10.606,1.924,0.4,97605.0,0.249
14000.0,82.56,0.8896,0.6717,0.1608,0.213,0.79,3.558,2.412,589.394,0.402,10.727,1.856,0.4,98677.0,0.2416
14000.0,90.07,0.9705,0.7044,0.1623,0.2236,0.83,3.735,2.433,618.705,0.422,10.824,1.784,0.41,99835.0,0.2333
14000.0,97.57,1.0514,0.7315,0.1631,0.2344,0.87,3.916,2.445,648.583,0.442,10.877,1.71,0.41,101076.0,0.2242
14000.0,105.08,1.1323,0.7538,0.1628,0.2445,0.907,4.085,2.441,676.561,0.461,10.857,1.636,0.41,102401.0,0.2143
14000.0,112.58,1.2132,0.7725,0.1608,0.2525,0.937,4.22,2.412,698.914,0.477,10.727,1.565,0.42,103807.0,0.2037
14000.0,120.09,1.294,0.7889,0.1567,0.257,0.954,4.295,2.35,711.35,0.485,10.453,1.498,0.42,105294.0,0.1925
14000.0,127.6,1.3749,0.804,0.1503,0.2569,0.954,4.293,2.253,711.081,0.485,10.023,1.437,0.42,106859.0,0.1809
14000.0,135.1,1.4558,0.8184,0.1418,0.2522,0.936,4.214,2.127,698.052,0.476,9.459,1.382,0.43,108497.0,0.1689
14000.0,142.61,1.5367,0.8317,0.1318,0.2435,0.904,4.068,1.976,673.843,0.46,8.791,1.33,0.43,110202.0,0.1568
14000.0,150.11,1.6175,0.8434,0.1206,0.2313,0.859,3.865,1.809,640.215,0.437,8.046,1.282,0.44,111969.0,0.1445
14000.0,157.62,1.6984,0.853,0.1086,0.2163,0.803,3.614,1.629,598.54,0.408,7.245,1.234,0.44,113794.0,0.1321
14000.0,165.12,1.7793,0.8595,0.096,0.1987,0.737,3.319,1.439,549.815,0.375,6.402,1.187,0.45,115673.0,0.1194
14000.0,172.63,1.8602,0.862,0.0828,0.1788,0.664,2.987,1.243,494.794,0.337,5.527,1.139,0.45,117603.0,0.1064
14000.0,180.14,1.941,0.8583,0.0694,0.1569,0.582,2.621,1.04,434.096,0.296,4.627,1.087,0.46,119580.0,0.0929
14000.0,187.64,2.0219,0.845,0.0556,0.1331,0.494,2.223,0.834,368.273,0.251,3.71,1.027,0.46,121603.0,0.0786
14000.0,195.15,2.1028,0.8146,0.0417,0.1076,0.399,1.798,0.625,297.875,0.203,2.782,0.952,0.47,123670.0,0.0631
14000.0,202.65,2.1837,0.7495,0.0277,0.0808,0.3,1.349,0.416,223.496,0.152,1.849,0.844,0.47,125777.0,0.0456
14000.0,210.16,2.2646,0.5922,0.0138,0.0527,0.196,0.88,0.207,145.807,0.099,0.919,0.643,0.48,127923.0,0.0245
14000.0,217.66,2.3454,-0.0006,0.0,0.0237,0.088,0.396,0.0,65.58,0.045,0.0,-0.001,0.49,130107.0,0.0
15000.0,0.0,0.0,0.0,0.1496,0.1693,0.773,3.248,2.575,576.414,0.367,11.452,2.026,0.42,98236.0,0.2725
15000.0,8.04,0.0809,0.0716,0.149,0.1682,0.768,3.226,2.564,572.56,0.365,11.407,2.032,0.42,98486.0,0.2727
15000.0,16.09,0.1618,0.1435,0.1487,0.1677,0.765,3.216,2.56,570.787,0.363,11.388,2.034,0.42,98806.0,0.2729
15000.0,24.13,0.2427,0.2151,0.1489,0.168,0.767,3.222,2.563,571.79,0.364,11.399,2.033,0.42,99205.0,0.2728
15000.0,32.18,0.3236,0.2856,0.1494,0.1693,0.773,3.247,2.572,576.184,0.367,11.441,2.025,0.42,99689.0,0.2722
15000.0,40.22,0.4045,0.3542,0.1504,0.1717,0.784,3.293,2.589,584.469,0.372,11.515,2.009,0.42,100265.0,0.2709
15000.0,48.26,0.4854,0.4198,0.1517,0.1754,0.801,3.364,2.612,597.001,0.38,11.616,1.984,0.42,100935.0,0.2688
15000.0,56.31,0.5663,0.4813,0.1533,0.1804,0.823,3.46,2.64,613.997,0.391,11.741,1.95,0.42,101701.0,0.2655
15000.0,64.35,0.6472,0.5379,0.1552,0.1867,0.852,3.581,2.671,635.521,0.405,11.882,1.907,0.43,102564.0,0.2612
15000.0,72.39,0.7281,0.5888,0.1571,0.1943,0.887,3.727,2.705,661.477,0.421,12.034,1.855,0.43,103524.0,0.2558
15000.0,80.44,0.809,0.6337,0.1591,0.2032,0.927,3.897,2.74,691.567,0.44,12.186,1.797,0.43,104579.0,0.2493
15000.0,88.48,0.8899,0.6724,0.161,0.2131,0.973,4.086,2.772,725.219,0.462,12.328,1.733,0.43,105728.0,0.2419
15000.0,96.53,0.9708,0.7051,0.1625,0.2237,1.021,4.291,2.797,761.426,0.485,12.443,1.666,0.44,106968.0,0.2336
15000.0,104.57,1.0517,0.7323,0.1633,0.2346,1.071,4.499,2.812,798.43,0.508,12.508,1.597,0.44,108299.0,0.2245
15000.0,112.61,1.1326,0.7547,0.1631,0.2448,1.117,4.695,2.808,833.235,0.53,12.491,1.529,0.44,109719.0,0.2147
15000.0,120.66,1.2135,0.7734,0.1613,0.253,1.155,4.853,2.776,861.288,0.548,12.349,1.462,0.45,111226.0,0.2042
15000.0,128.7,1.2944,0.7897,0.1572,0.2577,1.176,4.943,2.707,877.264,0.558,12.042,1.4,0.45,112820.0,0.193
15000.0,136.75,1.3753,0.8049,0.1509,0.2578,1.177,4.945,2.598,877.577,0.559,11.555,1.343,0.45,114497.0,0.1814
15000.0,144.79,1.4562,0.8193,0.1425,0.2532,1.156,4.857,2.453,862.012,0.549,10.911,1.291,0.46,116253.0,0.1695
15000.0,152.83,1.5371,0.8326,0.1325,0.2446,1.116,4.691,2.281,832.469,0.53,10.145,1.243,0.46,118081.0,0.1573
15000.0,160.88,1.618,0.8445,0.1213,0.2324,1.061,4.458,2.089,791.137,0.504,9.29,1.197,0.47,119975.0,0.1451
15000.0,168.92,1.6989,0.8543,0.1093,0.2173,0.992,4.168,1.881,739.734,0.471,8.368,1.154,0.47,121932.0,0.1326
15000.0,176.97,1.7798,0.8612,0.0966,0.1996,0.911,3.829,1.663,679.505,0.433,7.397,1.11,0.48,123946.0,0.12
15000.0,185.01,1.8607,0.8641,0.0834,0.1796,0.82,3.445,1.436,611.388,0.389,6.387,1.065,0.48,126014.0,0.107
15000.0,193.05,1.9416,0.861,0.0699,0.1575,0.719,3.021,1.203,536.155,0.341,5.349,1.017,0.49,128134.0,0.0935
15000.0,201.1,2.0225,0.8486,0.056,0.1335,0.609,2.561,0.964,454.49,0.289,4.29,0.963,0.5,130303.0,0.0792
15000.0,209.14,2.1034,0.8195,0.042,0.1078,0.492,2.068,0.723,367.074,0.234,3.217,0.894,0.5,132518.0,0.0637
15000.0,217.18,2.1843,0.7562,0.0279,0.0807,0.368,1.548,0.481,274.643,0.175,2.139,0.794,0.51,134777.0,0.0462
15000.0,225.23,2.2652,0.6014,0.0139,0.0523,0.239,1.003,0.239,178.033,0.113,1.063,0.609,0.51,137078.0,0.025
15000.0,233.27,2.3461,-0.0014,0.0,0.023,0.105,0.441,0.0,78.215,0.05,-0.001,-0.001,0.52,139418.0,0.0
16000.0,0.0,0.0,0.0,0.1496,0.1696,0.939,3.7,2.93,700.445,0.418,13.035,1.898,0.44,104784.0,0.2723
16000.0,8.58,0.0809,0.0716,0.149,0.1684,0.933,3.675,2.919,695.701,0.415,12.983,1.903,0.44,105051.0,0.2725
16000.0,17.16,0.1618,0.1434,0.1488,0.1679,0.93,3.663,2.914,693.481,0.414,12.961,1.906,0.44,105392.0,0.2727
16000.0,25.75,0.2427,0.215,0.1489,0.1682,0.932,3.669,2.917,694.628,0.415,12.974,1.905,0.45,105818.0,0.2727
16000.0,34.33,0.3237,0.2855,0.1495,0.1694,0.939,3.697,2.928,699.894,0.418,13.023,1.897,0.45,106335.0,0.2721
16000.0,42.91,0.4046,0.3542,0.1504,0.1718,0.952,3.75,2.947,709.884,0.424,13.107,1.883,0.45,106949.0,0.2709
16000.0,51.49,0.4855,0.4198,0.1518,0.1755,0.972,3.83,2.973,725.037,0.433,13.222,1.86,0.45,107664.0,0.2688
16000.0,60.07,0.5664,0.4814,0.1534,0.1805,1.0,3.939,3.005,745.617,0.445,13.365,1.828,0.45,108482.0,0.2656
16000.0,68.65,0.6473,0.538,0.1553,0.1868,1.035,4.077,3.041,771.711,0.461,13.528,1.788,0.45,109403.0,0.2613
16000.0,77.24,0.7282,0.589,0.1573,0.1944,1.077,4.243,3.08,803.209,0.479,13.702,1.74,0.46,110426.0,0.2559
16000.0,85.82,0.8091,0.634,0.1593,0.2033,1.126,4.436,3.12,839.768,0.501,13.878,1.685,0.46,111552.0,0.2495
16000.0,94.4,0.8901,0.6728,0.1612,0.2132,1.181,4.652,3.157,880.711,0.526,14.042,1.626,0.46,112777.0,0.2421
16000.0,102.98,0.971,0.7057,0.1627,0.2239,1.24,4.886,3.187,924.846,0.552,14.176,1.563,0.47,114101.0,0.2339
16000.0,111.56,1.0519,0.7329,0.1636,0.2348,1.301,5.125,3.205,970.079,0.579,14.256,1.499,0.47,115521.0,0.2249
16000.0,120.14,1.1328,0.7554,0.1635,0.2452,1.358,5.35,3.202,1012.83,0.604,14.245,1.434,0.47,117036.0,0.2151
16000.0,128.73,1.2137,0.7741,0.1617,0.2536,1.405,5.534,3.168,1047.618,0.625,14.092,1.372,0.48,118644.0,0.2047
16000.0,137.31,1.2946,0.7904,0.1578,0.2585,1.432,5.641,3.092,1067.923,0.637,13.752,1.313,0.48,120344.0,0.1935
16000.0,145.89,1.3755,0.8056,0.1516,0.2588,1.434,5.648,2.969,1069.188,0.638,13.207,1.26,0.48,122133.0,0.1819
16000.0,154.47,1.4564,0.82,0.1432,0.2544,1.409,5.552,2.806,1050.949,0.627,12.479,1.211,0.49,124007.0,0.17
16000.0,163.05,1.5374,0.8334,0.1333,0.2458,1.362,5.364,2.61,1015.444,0.606,11.61,1.166,0.49,125957.0,0.1579
16000.0,171.64,1.6183,0.8454,0.1221,0.2337,1.295,5.1,2.391,965.352,0.576,10.636,1.124,0.5,127979.0,0.1456
16000.0,180.22,1.6992,0.8554,0.11,0.2185,1.211,4.769,2.155,902.808,0.539,9.586,1.083,0.51,130067.0,0.1332
16000.0,188.8,1.7801,0.8626,0.0973,0.2008,1.112,4.381,1.906,829.346,0.495,8.476,1.042,0.51,132216.0,0.1206
16000.0,197.38,1.861,0.8659,0.084,0.1806,1.001,3.942,1.646,746.123,0.445,7.322,1.001,0.52,134424.0,0.1076
16000.0,205.96,1.9419,0.8635,0.0704,0.1583,0.877,3.455,1.379,654.085,0.39,6.134,0.956,0.52,136686.0,0.0941
16000.0,214.54,2.0228,0.8519,0.0565,0.1341,0.743,2.927,1.106,554.068,0.331,4.922,0.906,0.53,139001.0,0.0799
16000.0,223.13,2.1038,0.8241,0.0424,0.1082,0.599,2.361,0.83,446.904,0.267,3.692,0.842,0.53,141364.0,0.0643
16000.0,231.71,2.1847,0.7627,0.0282,0.0807,0.447,1.762,0.552,333.494,0.199,2.456,0.751,0.54,143775.0,0.0468
16000.0,240.29,2.2656,0.6103,0.014,0.052,0.288,1.135,0.274,214.866,0.128,1.221,0.579,0.55,146230.0,0.0254
16000.0,248.87,2.3465,-0.0021,0.0,0.0223,0.124,0.487,0.0,92.223,0.055,-0.002,-0.002,0.55,148727.0,0.0
17000.0,0.0,0.0,0.0,0.1497,0.1698,1.129,4.184,3.309,841.56,0.473,14.72,1.784,0.47,111333.0,0.272
17000.0,9.12,0.0809,0.0715,0.1491,0.1687,1.121,4.155,3.296,835.785,0.469,14.661,1.789,0.47,111616.0,0.2722
17000.0,18.24,0.1618,0.1433,0.1488,0.1681,1.117,4.142,3.291,833.034,0.468,14.637,1.792,0.47,111979.0,0.2724
17000.0,27.36,0.2428,0.2148,0.149,0.1684,1.119,4.148,3.294,834.319,0.469,14.651,1.791,0.47,112431.0,0.2724
17000.0,36.48,0.3237,0.2853,0.1495,0.1696,1.127,4.179,3.306,840.545,0.472,14.707,1.784,0.47,112980.0,0.2719
17000.0,45.6,0.4046,0.3539,0.1505,0.172,1.143,4.238,3.328,852.442,0.479,14.802,1.771,0.48,113633.0,0.2708
17000.0,54.72,0.4855,0.4196,0.1518,0.1757,1.167,4.328,3.357,870.539,0.489,14.933,1.749,0.48,114393.0,0.2687
17000.0,63.83,0.5665,0.4812,0.1535,0.1807,1.2,4.451,3.394,895.157,0.503,15.095,1.72,0.48,115262.0,0.2655
17000.0,72.95,0.6474,0.5379,0.1554,0.187,1.242,4.606,3.435,926.409,0.52,15.28,1.682,0.48,116240.0,0.2613
17000.0,82.07,0.7283,0.589,0.1574,0.1946,1.293,4.794,3.48,964.179,0.542,15.479,1.637,0.48,117328.0,0.256
17000.0,91.19,0.8092,0.6341,0.1594,0.2034,1.352,5.012,3.525,1008.069,0.566,15.68,1.586,0.49,118524.0,0.2496
17000.0,100.31,0.8902,0.673,0.1613,0.2134,1.418,5.257,3.568,1057.298,0.594,15.869,1.53,0.49,119826.0,0.2423
17000.0,109.43,0.9711,0.706,0.1629,0.2241,1.489,5.521,3.603,1110.471,0.624,16.026,1.472,0.49,121233.0,0.2341
17000.0,118.55,1.052,0.7334,0.1639,0.2351,1.562,5.793,3.625,1165.132,0.654,16.123,1.411,0.5,122742.0,0.2252
17000.0,127.67,1.1329,0.7559,0.1639,0.2456,1.632,6.051,3.624,1217.062,0.684,16.118,1.35,0.5,124351.0,0.2155
17000.0,136.79,1.2139,0.7746,0.1622,0.2542,1.689,6.263,3.588,1259.751,0.708,15.957,1.292,0.51,126059.0,0.2051
17000.0,145.91,1.2948,0.7909,0.1585,0.2594,1.724,6.39,3.504,1285.32,0.722,15.586,1.237,0.51,127866.0,0.194
17000.0,155.03,1.3757,0.8061,0.1523,0.2599,1.727,6.404,3.368,1288.036,0.724,14.981,1.186,0.52,129767.0,0.1825
17000.0,164.15,1.4566,0.8205,0.144,0.2557,1.699,6.3,3.185,1267.06,0.712,14.167,1.14,0.52,131758.0,0.1706
17000.0,173.27,1.5376,0.834,0.1341,0.2472,1.643,6.09,2.965,1224.976,0.688,13.189,1.098,0.53,133831.0,0.1585
17000.0,182.39,1.6185,0.8461,0.1229,0.2351,1.562,5.792,2.718,1165.03,0.654,12.09,1.058,0.53,135980.0,0.1462
17000.0,191.5,1.6994,0.8563,0.1108,0.2199,1.461,5.419,2.451,1089.838,0.612,10.901,1.02,0.54,138200.0,0.1338
17000.0,200.62,1.7803,0.8638,0.0981,0.2021,1.343,4.978,2.168,1001.281,0.562,9.644,0.982,0.54,140484.0,0.1212
17000.0,209.74,1.8612,0.8676,0.0847,0.1818,1.208,4.479,1.874,900.769,0.506,8.335,0.944,0.55,142831.0,0.1083
17000.0,218.86,1.9422,0.8658,0.071,0.1593,1.059,3.925,1.571,789.448,0.443,6.986,0.902,0.55,145235.0,0.0948
17000.0,227.98,2.0231,0.855,0.057,0.1349,0.896,3.323,1.261,668.328,0.375,5.607,0.856,0.56,147695.0,0.0805
17000.0,237.1,2.104,0.8285,0.0428,0.1087,0.722,2.677,0.946,538.413,0.302,4.208,0.797,0.57,150207.0,0.065
17000.0,246.22,2.1849,0.7689,0.0285,0.0809,0.537,1.993,0.629,400.79,0.225,2.8,0.712,0.57,152769.0,0.0474
17000.0,255.34,2.2659,0.619,0.0142,0.0518,0.344,1.276,0.313,256.712,0.144,1.392,0.553,0.58,155378.0,0.0259
17000.0,264.46,2.3468,-0.0026,0.0,0.0217,0.144,0.535,-0.001,107.649,0.06,-0.002,-0.002,0.59,158032.0,0.0
18000.0,0.0,0.0,0.0,0.1497,0.1702,1.342,4.701,3.711,1001.029,0.531,16.508,1.682,0.5,117881.0,0.2716
18000.0,9.66,0.0809,0.0714,0.1491,0.169,1.333,4.668,3.696,994.065,0.527,16.442,1.687,0.5,118181.0,0.2718
18000.0,19.31,0.1619,0.143,0.1489,0.1684,1.329,4.652,3.69,990.684,0.526,16.415,1.69,0.5,118565.0,0.2721
18000.0,28.97,0.2428,0.2145,0.149,0.1687,1.33,4.659,3.694,992.094,0.526,16.431,1.689,0.5,119043.0,0.2721
18000.0,38.62,0.3237,0.285,0.1496,0.1699,1.34,4.693,3.708,999.368,0.53,16.493,1.683,0.5,119625.0,0.2716
18000.0,48.28,0.4046,0.3536,0.1505,0.1723,1.359,4.759,3.732,1013.377,0.538,16.601,1.67,0.5,120316.0,0.2705
18000.0,57.94,0.4856,0.4192,0.1519,0.1759,1.388,4.859,3.765,1034.753,0.549,16.749,1.651,0.51,121121.0,0.2685
18000.0,67.59,0.5665,0.4809,0.1535,0.1809,1.427,4.996,3.806,1063.885,0.564,16.931,1.623,0.51,122041.0,0.2654
18000.0,77.25,0.6474,0.5377,0.1554,0.1872,1.476,5.17,3.853,1100.915,0.584,17.14,1.588,0.51,123077.0,0.2612
18000.0,86.91,0.7284,0.5888,0.1575,0.1948,1.536,5.38,3.904,1145.722,0.608,17.365,1.546,0.51,124229.0,0.256
18000.0,96.56,0.8093,0.634,0.1595,0.2037,1.606,5.625,3.955,1197.859,0.635,17.593,1.498,0.52,125495.0,0.2497
18000.0,106.22,0.8902,0.6731,0.1615,0.2136,1.685,5.9,4.004,1256.43,0.667,17.809,1.445,0.52,126874.0,0.2424
18000.0,115.88,0.9711,0.7061,0.1632,0.2244,1.77,6.198,4.045,1319.831,0.7,17.991,1.39,0.52,128364.0,0.2343
18000.0,125.53,1.0521,0.7336,0.1642,0.2355,1.858,6.505,4.071,1385.22,0.735,18.108,1.333,0.53,129961.0,0.2254
18000.0,135.19,1.133,0.7562,0.1643,0.2461,1.941,6.798,4.072,1447.685,0.768,18.114,1.276,0.53,131665.0,0.2158
18000.0,144.84,1.2139,0.7749,0.1628,0.255,2.011,7.042,4.035,1499.59,0.796,17.947,1.22,0.54,133473.0,0.2055
18000.0,154.5,1.2949,0.7913,0.1591,0.2604,2.054,7.192,3.945,1531.524,0.812,17.546,1.168,0.54,135386.0,0.1945
18000.0,164.16,1.3758,0.8064,0.1531,0.2612,2.06,7.214,3.795,1536.346,0.815,16.882,1.121,0.55,137399.0,0.183
18000.0,173.81,1.4567,0.8208,0.1449,0.2572,2.029,7.103,3.592,1512.676,0.802,15.979,1.077,0.55,139507.0,0.1711
18000.0,183.47,1.5376,0.8343,0.135,0.2488,1.962,6.872,3.347,1463.433,0.776,14.887,1.037,0.56,141703.0,0.1591
18000.0,193.13,1.6186,0.8466,0.1238,0.2367,1.867,6.539,3.07,1392.506,0.739,13.655,1.0,0.56,143979.0,0.1469
18000.0,202.78,1.6995,0.857,0.1117,0.2215,1.747,6.119,2.77,1303.075,0.691,12.32,0.964,0.57,146329.0,0.1345
18000.0,212.44,1.7804,0.8649,0.0989,0.2036,1.606,5.623,2.452,1197.429,0.635,10.905,0.929,0.57,148749.0,0.1219
18000.0,222.09,1.8614,0.8691,0.0855,0.1832,1.445,5.059,2.12,1077.266,0.572,9.43,0.893,0.58,151234.0,0.1089
18000.0,231.75,1.9423,0.8679,0.0717,0.1605,1.266,4.433,1.778,943.964,0.501,7.908,0.854,0.59,153781.0,0.0955
18000.0,241.41,2.0232,0.858,0.0576,0.1358,1.071,3.751,1.428,798.733,0.424,6.35,0.811,0.59,156386.0,0.0812
18000.0,251.06,2.1041,0.8326,0.0432,0.1093,0.862,3.018,1.072,642.766,0.341,4.769,0.757,0.6,159047.0,0.0657
18000.0,260.72,2.1851,0.7749,0.0288,0.0812,0.64,2.242,0.714,477.362,0.253,3.174,0.678,0.61,161760.0,0.048
18000.0,270.38,2.266,0.6276,0.0143,0.0517,0.408,1.428,0.355,304.028,0.161,1.579,0.53,0.62,164522.0,0.0264
18000.0,280.03,2.3469,-0.003,0.0,0.0212,0.167,0.585,-0.001,124.549,0.066,-0.003,-0.002,0.62,167332.0,0.0
19000.0,0.0,0.0,0.0,0.1498,0.1706,1.583,5.25,4.137,1180.164,0.593,18.399,1.59,0.53,124428.0,0.271
19000.0,10.19,0.0809,0.0713,0.1492,0.1694,1.571,5.213,4.12,1171.838,0.589,18.326,1.595,0.53,124745.0,0.2713
19000.0,20.39,0.1619,0.1428,0.1489,0.1688,1.566,5.195,4.113,1167.719,0.587,18.295,1.598,0.53,125151.0,0.2716
19000.0,30.58,0.2428,0.2141,0.1491,0.169,1.568,5.201,4.117,1169.228,0.588,18.314,1.597,0.53,125656.0,0.2717
19000.0,40.77,0.3237,0.2845,0.1496,0.1702,1.579,5.239,4.133,1177.634,0.592,18.383,1.592,0.53,126270.0,0.2713
19000.0,50.96,0.4046,0.3531,0.1506,0.1726,1.601,5.311,4.16,1193.964,0.6,18.503,1.58,0.53,126999.0,0.2702
19000.0,61.16,0.4856,0.4187,0.1519,0.1762,1.635,5.423,4.197,1218.965,0.613,18.668,1.562,0.53,127849.0,0.2682
19000.0,71.35,0.5665,0.4804,0.1536,0.1811,1.68,5.574,4.243,1253.103,0.63,18.873,1.536,0.54,128820.0,0.2652
19000.0,81.54,0.6474,0.5372,0.1555,0.1874,1.739,5.768,4.296,1296.558,0.652,19.107,1.503,0.54,129913.0,0.2611
19000.0,91.73,0.7283,0.5884,0.1576,0.195,1.809,6.002,4.353,1349.205,0.678,19.36,1.463,0.54,131129.0,0.2559
19000.0,101.93,0.8093,0.6337,0.1597,0.2039,1.892,6.275,4.411,1410.552,0.709,19.618,1.418,0.54,132466.0,0.2497
19000.0,112.12,0.8902,0.6729,0.1617,0.2139,1.984,6.582,4.466,1479.588,0.744,19.863,1.369,0.55,133921.0,0.2425
19000.0,122.31,0.9711,0.706,0.1634,0.2247,2.085,6.915,4.513,1554.488,0.781,20.073,1.317,0.55,135493.0,0.2345
19000.0,132.5,1.0521,0.7336,0.1645,0.2359,2.189,7.26,4.544,1632.002,0.82,20.213,1.263,0.56,137178.0,0.2257
19000.0,142.7,1.133,0.7563,0.1647,0.2467,2.288,7.591,4.549,1706.488,0.858,20.232,1.209,0.56,138976.0,0.2161
19000.0,152.89,1.2139,0.7751,0.1633,0.2557,2.372,7.87,4.511,1769.09,0.889,20.063,1.156,0.57,140885.0,0.2059
19000.0,163.08,1.2948,0.7915,0.1598,0.2615,2.425,8.046,4.414,1808.685,0.909,19.635,1.107,0.57,142903.0,0.195
19000.0,173.27,1.3758,0.8065,0.1539,0.2626,2.436,8.081,4.252,1816.463,0.913,18.914,1.062,0.58,145027.0,0.1835
19000.0,183.47,1.4567,0.8209,0.1459,0.2588,2.401,7.964,4.029,1790.289,0.9,17.92,1.021,0.58,147252.0,0.1717
19000.0,193.66,1.5376,0.8346,0.136,0.2506,2.324,7.711,3.757,1733.376,0.871,16.71,0.983,0.59,149570.0,0.1597
19000.0,203.85,1.6186,0.847,0.1248,0.2386,2.213,7.342,3.448,1650.331,0.829,15.338,0.948,0.59,151973.0,0.1475
19000.0,214.04,1.6995,0.8576,0.1127,0.2233,2.072,6.873,3.113,1544.996,0.777,13.847,0.914,0.6,154455.0,0.1352
19000.0,224.24,1.7804,0.8658,0.0998,0.2053,1.904,6.318,2.758,1420.136,0.714,12.265,0.881,0.61,157009.0,0.1226
19000.0,234.43,1.8613,0.8704,0.0864,0.1847,1.714,5.684,2.386,1277.781,0.642,10.613,0.847,0.61,159633.0,0.1097
19000.0,244.62,1.9423,0.8698,0.0725,0.1618,1.501,4.98,2.002,1119.572,0.563,8.905,0.811,0.62,162322.0,0.0962
19000.0,254.81,2.0232,0.8608,0.0582,0.1369,1.27,4.213,1.609,946.945,0.476,7.156,0.771,0.63,165073.0,0.0819
19000.0,265.01,2.1041,0.8367,0.0438,0.1101,1.021,3.387,1.209,761.302,0.383,5.377,0.72,0.63,167881.0,0.0664
19000.0,275.2,2.185,0.7808,0.0291,0.0816,0.757,2.51,0.805,564.18,0.284,3.581,0.647,0.64,170745.0,0.0487
19000.0,285.39,2.266,0.6363,0.0145,0.0517,0.479,1.59,0.401,357.376,0.18,1.782,0.509,0.65,173662.0,0.027
19000.0,295.58,2.3469,-0.0031,0.0,0.0207,0.192,0.637,-0.001,143.112,0.072,-0.003,-0.002,0.66,176628.0,0.0
20000.0,0.0,0.0,0.0,0.1498,0.1711,1.851,5.833,4.585,1380.34,0.659,20.394,1.507,0.56,130976.0,0.2704
20000.0,10.73,0.0809,0.0711,0.1492,0.1699,1.838,5.792,4.567,1370.46,0.654,20.312,1.511,0.56,131309.0,0.2707
20000.0,21.45,0.1618,0.1424,0.149,0.1692,1.831,5.771,4.559,1365.477,0.652,20.278,1.514,0.56,131736.0,0.271
20000.0,32.18,0.2427,0.2136,0.1491,0.1694,1.833,5.777,4.564,1367.051,0.653,20.299,1.514,0.56,132268.0,0.2711
20000.0,42.91,0.3237,0.2839,0.1497,0.1706,1.846,5.818,4.581,1376.665,0.657,20.376,1.509,0.56,132914.0,0.2708
20000.0,53.64,0.4046,0.3524,0.1506,0.173,1.871,5.898,4.611,1395.52,0.666,20.509,1.499,0.56,133682.0,0.2697
20000.0,64.36,0.4855,0.418,0.152,0.1766,1.91,6.02,4.652,1424.497,0.68,20.693,1.481,0.56,134575.0,0.2678
20000.0,75.09,0.5664,0.4797,0.1537,0.1815,1.963,6.188,4.703,1464.145,0.699,20.921,1.457,0.56,135597.0,0.2649
20000.0,85.82,0.6473,0.5365,0.1556,0.1877,2.031,6.401,4.762,1514.689,0.723,21.182,1.426,0.57,136748.0,0.2608
20000.0,96.55,0.7282,0.5878,0.1577,0.1953,2.113,6.66,4.826,1576.008,0.752,21.465,1.389,0.57,138027.0,0.2557
20000.0,107.27,0.8092,0.6332,0.1598,0.2042,2.209,6.963,4.891,1647.566,0.787,21.754,1.346,0.57,139434.0,0.2496
20000.0,118.0,0.8901,0.6725,0.1618,0.2142,2.318,7.304,4.953,1728.238,0.825,22.031,1.3,0.58,140965.0,0.2425
20000.0,128.73,0.971,0.7058,0.1636,0.2251,2.435,7.675,5.007,1815.979,0.867,22.272,1.251,0.58,142618.0,0.2346
20000.0,139.46,1.0519,0.7335,0.1648,0.2364,2.557,8.06,5.044,1907.12,0.911,22.438,1.2,0.59,144392.0,0.2259
20000.0,150.18,1.1328,0.7562,0.1651,0.2473,2.676,8.432,5.053,1995.25,0.953,22.474,1.149,0.59,146284.0,0.2164
20000.0,160.91,1.2137,0.7751,0.1639,0.2566,2.776,8.749,5.015,2070.219,0.988,22.307,1.099,0.6,148291.0,0.2063
20000.0,171.64,1.2947,0.7915,0.1606,0.2626,2.842,8.955,4.914,2119.021,1.012,21.857,1.052,0.6,150414.0,0.1954
20000.0,182.37,1.3756,0.8065,0.1548,0.2641,2.858,9.005,4.739,2130.877,1.017,21.08,1.009,0.61,152650.0,0.1841
20000.0,193.09,1.4565,0.8209,0.1469,0.2606,2.82,8.886,4.495,2102.615,1.004,19.996,0.97,0.61,154991.0,0.1724
